fecha,periodo,comprobante,tipo_comprobante,codigo_cliente,razon_social,codigo_producto,cantidad,precio_unitario,bonificacion_pct,importe,vendedor,importe_recalculado,diferencia_importe,importe_reconciliado
2025-04-12,2025-04,FAC 0003-00041597,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5977.79,0.00,11955.58,,11955.58,0.00,true
2025-05-22,2025-05,FAC 0003-00041910,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8945.76,0.00,26837.29,,26837.28,0.01,true
2025-02-10,2025-02,FAC 0003-00040660,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,1.00,3270.40,0.00,3270.40,,3270.40,0.00,true
2025-01-02,2025-01,FAC 0003-00040241,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,5600.00,0.00,5600.00,,5600.00,0.00,true
2025-01-25,2025-01,FAC 0003-00040093,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,5600.00,0.00,5600.00,,5600.00,0.00,true
2025-03-05,2025-03,FAC 0003-00040901,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9922.60,0.00,29767.79,,29767.80,-0.01,true
2025-05-17,2025-05,FAC 0003-00042066,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,2.00,3491.03,0.00,6982.06,,6982.06,0.00,true
2025-06-04,2025-06,FAC 0003-00042487,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,2.00,9142.57,0.00,18285.14,,18285.14,0.00,true
2025-02-03,2025-02,FAC 0003-00040500,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5416.60,0.00,5416.60,,5416.60,0.00,true
2025-05-02,2025-05,FAC 0003-00041828,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,2.00,3491.03,0.00,6982.06,,6982.06,0.00,true
2025-06-06,2025-06,FAC 0003-00042148,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,9142.57,0.00,9142.57,,9142.57,0.00,true
2025-06-26,2025-06,FAC 0003-00042266,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,6243.71,0.00,12487.41,,12487.42,-0.01,true
2025-06-17,2025-06,FAC 0003-00042124,FAC,C0126,Panaderia Parque Chas,CAP-FILTRO-100,2.00,3567.83,32.00,4852.25,,4852.25,0.00,true
2025-01-06,2025-01,FAC 0003-00040006,FAC,C0001,GRANOS DEL SUR S.A.,BLEND1K,32.00,18000.00,40.00,345600.00,R. Ibarra,345600.00,0.00,true
2025-06-25,2025-06,FAC 0003-00042151,FAC,C9002,VENTA ONLINE,CAP-TAZA,1.00,9923.03,0.00,9923.03,,9923.03,0.00,true
2025-03-06,2025-03,FAC 0003-00041097,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,5849.11,0.00,5849.11,,5849.11,0.00,true
2025-04-05,2025-04,FAC 0003-00041472,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10140.90,0.00,10140.90,,10140.90,0.00,true
2025-01-22,2025-01,FAC 0003-00040267,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,18000.00,0.00,18000.00,,18000.00,0.00,true
2025-03-21,2025-03,FAC 0003-00040979,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,9922.60,0.00,19845.20,,19845.20,0.00,true
2025-05-10,2025-05,FAC 0003-00041841,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,2.00,8073.01,0.00,16146.01,,16146.02,-0.01,true
2025-04-25,2025-04,FAC 0003-00041483,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,3.00,7365.49,0.00,22096.48,,22096.47,0.01,true
2025-02-22,2025-02,FAC 0003-00040595,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9709.00,0.00,9709.00,,9709.00,0.00,true
2025-02-14,2025-02,FAC 0003-00040625,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9709.00,0.00,9709.00,,9709.00,0.00,true
2025-05-23,2025-05,FAC 0003-00041645,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-1K,45.00,19637.04,40.00,530200.16,,530200.08,0.08,true
2025-04-01,2025-04,FAC 0003-00041337,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5657.55,0.00,11315.10,,11315.10,0.00,true
2025-05-11,2025-05,FAC 0003-00041767,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10363.99,0.00,20727.99,,20727.98,0.01,true
2025-06-23,2025-06,FAC 0003-00042458,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,20069.06,0.00,20069.06,,20069.06,0.00,true
2025-06-06,2025-06,FAC 0003-00042250,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,6243.71,0.00,12487.41,,12487.42,-0.01,true
2025-02-21,2025-02,FAC 0003-00040648,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9709.00,0.00,29127.00,,29127.00,0.00,true
2025-05-05,2025-05,FAC 0003-00041654,FAC,C0103,Coffee Lab Belgrano II,CAP-FILTRO-100,5.00,3491.03,35.00,11345.85,M. Paz,11345.85,0.00,true
2025-02-14,2025-02,FAC 0003-00040446,FAC,C0120,Tostado Chacarita,CAP-FILTRO-100,5.00,3270.40,32.00,11119.36,,11119.36,0.00,true
2025-04-14,2025-04,FAC 0003-00041501,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,2.00,7899.22,0.00,15798.45,,15798.44,0.01,true
2025-01-26,2025-01,FAC 0003-00040051,FAC,C0138,El Almacen de Constitucion,CAF-BRAS-1K,5.00,17000.00,30.00,59500.00,M. Paz,59500.00,0.00,true
2025-01-23,2025-01,FAC 0003-00040118,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,2.00,6900.00,0.00,13800.00,,13800.00,0.00,true
2025-02-17,2025-02,FAC 0003-00040621,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,2.00,3270.40,0.00,6540.80,,6540.80,0.00,true
2025-05-23,2025-05,FAC 0003-00041645,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-CJ6,4.00,111276.58,40.00,267063.78,,267063.79,-0.01,true
2025-03-06,2025-03,FAC 0003-00040889,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5849.11,0.00,17547.33,,17547.33,0.00,true
2025-01-19,2025-01,FAC 0003-00040021,FAC,C0109,Usina Colegiales II,CAP-FILTRO-100,6.00,3200.00,32.00,13056.00,,13056.00,0.00,true
2025-03-20,2025-03,FAC 0003-00040992,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,3.00,5535.77,0.00,16607.30,,16607.31,-0.01,true
2025-02-19,2025-02,FAC 0003-00040622,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,3.00,3270.40,0.00,9811.20,,9811.20,0.00,true
2025-03-16,2025-03,FAC 0003-00041143,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,2.00,3342.35,0.00,6684.70,,6684.70,0.00,true
2025-06-17,2025-06,FAC 0003-00042186,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5909.22,0.00,11818.45,,11818.44,0.01,true
2025-01-07,2025-01,FAC 0003-00040188,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,5600.00,0.00,11200.00,,11200.00,0.00,true
2025-03-09,2025-03,FAC 0003-00040911,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,5849.11,0.00,5849.11,,5849.11,0.00,true
2025-04-07,2025-04,FAC 0003-00041504,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,3.00,5657.55,0.00,16972.66,,16972.65,0.01,true
2025-03-18,2025-03,FAC 0003-00040850,FAC,C0104,Tostado Villa Crespo,CAF-BRAS-1K,6.00,17756.23,35.00,69249.29,M. Paz,69249.30,-0.01,true
2025-06-01,2025-06,FAC 0003-00042505,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,6243.71,0.00,12487.41,,12487.42,-0.01,true
2025-02-28,2025-02,FAC 0003-00040685,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5416.60,0.00,10833.20,,10833.20,0.00,true
2025-06-22,2025-06,FAC 0003-00042396,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,2.00,8250.61,0.00,16501.23,,16501.22,0.01,true
2025-03-03,2025-03,FAC 0003-00040919,FAC,C9002,VENTA ONLINE,CAP-TAZA,3.00,9295.91,0.00,27887.72,,27887.73,-0.01,true
2025-03-21,2025-03,FAC 0003-00040877,FAC,C0131,Tostado Coghlan II,CAF-BRAS-1K,7.00,17756.23,35.00,80790.84,,80790.85,-0.01,true
2025-03-25,2025-03,FAC 0003-00041029,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5535.77,0.00,11071.53,,11071.54,-0.01,true
2025-04-26,2025-04,FAC 0003-00041417,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10140.90,0.00,30422.69,,30422.70,-0.01,true
2025-05-17,2025-05,FAC 0003-00041944,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,2.00,8073.01,0.00,16146.01,,16146.02,-0.01,true
2025-06-21,2025-06,FAC 0003-00042147,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,9142.57,0.00,9142.57,,9142.57,0.00,true
2025-02-20,2025-02,FAC 0003-00040451,FAC,C0124,Coffee Lab Flores,CAF-BRAS-1K,2.00,17374.00,35.00,22586.20,,22586.20,0.00,true
2025-02-27,2025-02,FAC 0003-00040461,FAC,C0131,Tostado Coghlan II,CAF-ETIOP-250,5.00,9709.00,35.00,31554.25,,31554.25,0.00,true
2025-06-17,2025-06,FAC 0003-00042127,FAC,C0130,Usina Coghlan,CAF-BLEND-1K,8.00,20069.06,30.00,112386.72,M. Paz,112386.74,-0.02,true
2025-06-01,2025-06,FAC 0003-00042152,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10592.00,0.00,31776.01,,31776.00,0.01,true
2025-02-04,2025-02,FAC 0003-00040454,FAC,C0126,Panaderia Parque Chas,CAF-BRAS-1K,7.00,17374.00,32.00,82700.24,M. Paz,82700.24,0.00,true
2025-05-23,2025-05,FAC 0003-00041811,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10363.99,0.00,20727.99,,20727.98,0.01,true
2025-01-05,2025-01,FAC 0003-00040082,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9500.00,0.00,9500.00,,9500.00,0.00,true
2025-01-02,2025-01,FAC 0003-00040194,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,2.00,6900.00,0.00,13800.00,,13800.00,0.00,true
2025-01-07,2025-01,FAC 0003-00040285,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,1.00,5600.00,0.00,5600.00,,5600.00,0.00,true
2025-03-05,2025-03,FAC 0003-00040967,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-05-06,2025-05,FAC 0003-00041927,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,2.00,3491.03,0.00,6982.06,,6982.06,0.00,true
2025-03-26,2025-03,FAC 0003-00041115,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8564.77,0.00,8564.77,,8564.77,0.00,true
2025-01-21,2025-01,FAC 0003-00040382,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5600.00,0.00,11200.00,,11200.00,0.00,true
2025-05-24,2025-05,FAC 0003-00042034,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,2.00,3491.03,0.00,6982.06,,6982.06,0.00,true
2025-03-11,2025-03,FAC 0003-00041102,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,1.00,5535.77,0.00,5535.77,,5535.77,0.00,true
2025-03-28,2025-03,FAC 0003-00041048,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,3.00,3342.35,0.00,10027.05,,10027.05,0.00,true
2025-04-28,2025-04,FAC 0003-00041469,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10140.90,0.00,30422.69,,30422.70,-0.01,true
2025-01-24,2025-01,FAC 0003-00040109,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,3.00,6900.00,0.00,20700.00,,20700.00,0.00,true
2025-03-18,2025-03,FAC 0003-00041020,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5849.11,0.00,17547.33,,17547.33,0.00,true
2025-03-04,2025-03,FAC 0003-00040883,FAC,C0135,Coffee Lab Agronomia II,CAF-BRAS-1K,8.00,17756.23,30.00,99434.88,R. Ibarra,99434.89,-0.01,true
2025-02-06,2025-02,FAC 0003-00040694,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,8380.40,0.00,8380.40,,8380.40,0.00,true
2025-06-03,2025-06,FAC 0003-00042134,FAC,C0135,Coffee Lab Agronomia II,CAF-BLEND-1K,8.00,20069.06,30.00,112386.72,M. Paz,112386.74,-0.02,true
2025-02-02,2025-02,NC 0003-00001214,NC,C0101,El Almacen de Palermo II,CAF-BRAS-1K,-4.00,17374.00,35.00,-45172.40,,-45172.40,0.00,true
2025-02-17,2025-02,FAC 0003-00040561,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8380.40,0.00,8380.40,,8380.40,0.00,true
2025-03-17,2025-03,FAC 0003-00041196,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,2.00,9922.60,0.00,19845.20,,19845.20,0.00,true
2025-02-24,2025-02,FAC 0003-00040503,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8380.40,0.00,16760.80,,16760.80,0.00,true
2025-03-22,2025-03,FAC 0003-00040860,FAC,C0115,Tostado Boedo II,CAF-BRAS-1K,2.00,17756.23,30.00,24858.72,M. Paz,24858.72,-0.00,true
2025-01-09,2025-01,FAC 0003-00040312,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,2.00,18000.00,0.00,36000.00,,36000.00,0.00,true
2025-06-05,2025-06,FAC 0003-00042460,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,1.00,10592.00,0.00,10592.00,,10592.00,0.00,true
2025-02-19,2025-02,FAC 0003-00040706,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5723.20,0.00,11446.40,,11446.40,0.00,true
2025-04-18,2025-04,FAC 0003-00041244,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BLEND-CJ6,5.00,108881.19,40.00,326643.57,,326643.57,0.00,true
2025-02-25,2025-02,FAC 0003-00040543,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,3.00,5416.60,0.00,16249.80,,16249.80,0.00,true
2025-01-07,2025-01,FAC 0003-00040245,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8200.00,0.00,16400.00,,16400.00,0.00,true
2025-06-03,2025-06,FAC 0003-00042360,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,6243.71,0.00,18731.12,,18731.13,-0.01,true
2025-01-27,2025-01,FAC 0003-00040202,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,1.00,7400.00,0.00,7400.00,,7400.00,0.00,true
2025-06-06,2025-06,FAC 0003-00042131,FAC,C0132,Cafe Barracas,CAF-BLEND-1K,4.00,20069.06,35.00,52179.55,,52179.56,-0.01,true
2025-02-20,2025-02,FAC 0003-00040682,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8380.40,0.00,16760.80,,16760.80,0.00,true
2025-04-06,2025-04,FAC 0003-00041396,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8753.19,0.00,17506.39,,17506.38,0.01,true
2025-05-27,2025-05,FAC 0003-00041975,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,1.00,8945.76,0.00,8945.76,,8945.76,0.00,true
2025-06-08,2025-06,FAC 0003-00042240,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,1.00,7693.14,0.00,7693.14,,7693.14,0.00,true
2025-01-18,2025-01,FAC 0003-00040337,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,1.00,9500.00,0.00,9500.00,,9500.00,0.00,true
2025-04-09,2025-04,FAC 0003-00041443,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,5977.79,0.00,11955.58,,11955.58,0.00,true
2025-05-13,2025-05,FAC 0003-00041765,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5782.02,0.00,11564.04,,11564.04,0.00,true
2025-02-26,2025-02,FAC 0003-00040517,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8380.40,0.00,25141.20,,25141.20,0.00,true
2025-04-14,2025-04,FAC 0003-00041383,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10140.90,0.00,30422.69,,30422.70,-0.01,true
2025-05-28,2025-05,FAC 0003-00041665,FAC,C0111,Cafe Devoto II,CAF-BLEND-1K,4.00,19637.04,35.00,51056.31,,51056.30,0.01,true
2025-03-04,2025-03,FAC 0003-00041093,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5849.11,0.00,17547.33,,17547.33,0.00,true
2025-05-04,2025-05,FAC 0003-00041980,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,2.00,3491.03,0.00,6982.06,,6982.06,0.00,true
2025-02-09,2025-02,FAC 0003-00040579,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,1.00,7051.80,0.00,7051.80,,7051.80,0.00,true
2025-02-22,2025-02,FAC 0003-00040678,FAC,C9002,VENTA ONLINE,CAP-TAZA,1.00,9095.80,0.00,9095.80,,9095.80,0.00,true
2025-03-19,2025-03,FAC 0003-00041058,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9922.60,0.00,9922.60,,9922.60,0.00,true
2025-03-03,2025-03,FAC 0003-00041007,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9922.60,0.00,29767.79,,29767.80,-0.01,true
2025-04-14,2025-04,FAC 0003-00041596,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5977.79,0.00,11955.58,,11955.58,0.00,true
2025-02-23,2025-02,FAC 0003-00040636,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,9709.00,0.00,9709.00,,9709.00,0.00,true
2025-05-20,2025-05,FAC 0003-00041869,FAC,C9002,VENTA ONLINE,CAP-TAZA,1.00,9709.43,0.00,9709.43,,9709.43,0.00,true
2025-06-13,2025-06,FAC 0003-00042115,FAC,C0119,Coffee Lab Saavedra II,CAF-ETIOP-250,10.00,10592.00,35.00,68848.02,,68848.00,0.02,true
2025-03-06,2025-03,FAC 0003-00041052,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,1.00,7729.18,0.00,7729.18,,7729.18,0.00,true
2025-04-04,2025-04,FAC 0003-00041543,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,19214.33,0.00,19214.33,,19214.33,0.00,true
2025-02-25,2025-02,FAC 0003-00040647,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5723.20,0.00,17169.60,,17169.60,0.00,true
2025-04-21,2025-04,FAC 0003-00041357,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,1.00,7899.22,0.00,7899.22,,7899.22,0.00,true
2025-04-05,2025-04,FAC 0003-00041607,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,19214.33,0.00,19214.33,,19214.33,0.00,true
2025-06-26,2025-06,FAC 0003-00042257,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,6243.71,0.00,12487.41,,12487.42,-0.01,true
2025-02-13,2025-02,FAC 0003-00040558,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5723.20,0.00,17169.60,,17169.60,0.00,true
2025-06-12,2025-06,FAC 0003-00042190,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,10592.00,0.00,31776.01,,31776.00,0.01,true
2025-01-22,2025-01,FAC 0003-00040159,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,3.00,6900.00,0.00,20700.00,,20700.00,0.00,true
2025-01-07,2025-01,FAC 0003-00040375,FAC,C9001,CONSUMIDOR FINAL,CAF-COLOM-250,2.00,8200.00,0.00,16400.00,,16400.00,0.00,true
2025-04-11,2025-04,FAC 0003-00041508,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10140.90,0.00,20281.79,,20281.80,-0.01,true
2025-03-14,2025-03,FAC 0003-00041175,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-250,2.00,5849.11,0.00,11698.22,,11698.22,0.00,true
2025-03-21,2025-03,FAC 0003-00041132,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,2.00,18800.71,0.00,37601.42,,37601.42,0.00,true
2025-06-04,2025-06,FAC 0003-00042421,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,20069.06,0.00,20069.06,,20069.06,0.00,true
2025-03-24,2025-03,FAC 0003-00041000,FAC,C9002,VENTA ONLINE,CAP-TAZA,3.00,9295.91,0.00,27887.72,,27887.73,-0.01,true
2025-02-03,2025-02,FAC 0003-00040540,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,1.00,8380.40,0.00,8380.40,,8380.40,0.00,true
2025-05-09,2025-05,FAC 0003-00041744,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10363.99,0.00,20727.99,,20727.98,0.01,true
2025-01-11,2025-01,FAC 0003-00040390,FAC,C9001,CONSUMIDOR FINAL,CAF-ETIOP-250,2.00,9500.00,0.00,19000.00,,19000.00,0.00,true
2025-03-08,2025-03,FAC 0003-00040993,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5535.77,0.00,11071.53,,11071.54,-0.01,true
2025-01-28,2025-01,FAC 0003-00040226,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9500.00,0.00,28500.00,,28500.00,0.00,true
2025-05-20,2025-05,FAC 0003-00041904,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5782.02,0.00,11564.04,,11564.04,0.00,true
2025-02-28,2025-02,FAC 0003-00040548,FAC,C9002,VENTA ONLINE,CAF-CAPS-10,1.00,7051.80,0.00,7051.80,,7051.80,0.00,true
2025-03-15,2025-03,FAC 0003-00041164,FAC,C9001,CONSUMIDOR FINAL,CAP-FILTRO-100,2.00,3342.35,0.00,6684.70,,6684.70,0.00,true
2025-05-12,2025-05,FAC 0003-00041951,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,19637.04,0.00,19637.04,,19637.04,0.00,true
2025-06-26,2025-06,FAC 0003-00042290,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10592.00,0.00,10592.00,,10592.00,0.00,true
2025-01-17,2025-01,FAC 0003-00040074,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8200.00,0.00,16400.00,,16400.00,0.00,true
2025-04-08,2025-04,FAC 0003-00041517,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5977.79,0.00,17933.37,,17933.37,0.00,true
2025-04-25,2025-04,FAC 0003-00041363,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,2.00,7899.22,0.00,15798.45,,15798.44,0.01,true
2025-02-09,2025-02,FAC 0003-00040424,FAC,C0100,Cafe Palermo,CAF-BLEND-1K,3.00,18396.00,32.00,37527.84,R. Ibarra,37527.84,0.00,true
2025-01-01,2025-01,FAC 0003-00040200,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,3.00,9500.00,0.00,28500.00,,28500.00,0.00,true
2025-06-14,2025-06,FAC 0003-00042485,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,2.00,20069.06,0.00,40138.12,,40138.12,0.00,true
2025-01-12,2025-01,FAC 0003-00040257,FAC,C9002,VENTA ONLINE,CAF-BRAS-250,2.00,5300.00,0.00,10600.00,,10600.00,0.00,true
2025-02-26,2025-02,FAC 0003-00040488,FAC,C9002,VENTA ONLINE,CAF-DESCA-250,2.00,7562.80,0.00,15125.60,,15125.60,0.00,true
2025-05-14,2025-05,FAC 0003-00041786,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8945.76,0.00,17891.53,,17891.52,0.01,true
2025-04-27,2025-04,FAC 0003-00041347,FAC,C9002,VENTA ONLINE,CAP-TAZA,2.00,9500.42,0.00,19000.84,,19000.84,0.00,true
2025-01-08,2025-01,FAC 0003-00040139,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,3.00,5600.00,0.00,16800.00,,16800.00,0.00,true
2025-05-08,2025-05,FAC 0003-00041693,FAC,C0135,Coffee Lab Agronomia II,CAF-BLEND-1K,9.00,19637.04,30.00,123713.37,M. Paz,123713.35,0.02,true
2025-05-09,2025-05,FAC 0003-00041830,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8945.76,0.00,17891.53,,17891.52,0.01,true
2025-02-03,2025-02,FAC 0003-00040449,FAC,C0123,La Ventanita de Almagro II,CAF-BRAS-1K,6.00,17374.00,35.00,67758.60,M. Paz,67758.60,0.00,true
2025-06-03,2025-06,FAC 0003-00042214,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,1.00,10592.00,0.00,10592.00,,10592.00,0.00,true
2025-05-15,2025-05,FAC 0003-00041845,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,1.00,6109.30,0.00,6109.30,,6109.30,0.00,true
2025-05-15,2025-05,FAC 0003-00041764,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,2.00,8945.76,0.00,17891.53,,17891.52,0.01,true
2025-02-05,2025-02,FAC 0003-00040433,FAC,C0109,Usina Colegiales II,CAP-FILTRO-100,4.00,3270.40,32.00,8895.49,R. Ibarra,8895.49,0.00,true
2025-05-28,2025-05,FAC 0003-00041670,FAC,C0114,Usina Boedo,CAF-ETIOP-250,5.00,10363.99,32.00,35237.58,,35237.57,0.01,true
2025-03-11,2025-03,FAC 0003-00041108,FAC,C9002,VENTA ONLINE,CAF-BLEND-250,2.00,5849.11,0.00,11698.22,,11698.22,0.00,true
2025-06-17,2025-06,FAC 0003-00042246,FAC,C9002,VENTA ONLINE,CAP-FILTRO-100,2.00,3567.83,0.00,7135.67,,7135.66,0.01,true
2025-04-26,2025-04,FAC 0003-00041585,FAC,C9001,CONSUMIDOR FINAL,CAF-BLEND-1K,1.00,19214.33,0.00,19214.33,,19214.33,0.00,true
2025-02-21,2025-02,FAC 0003-00040528,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,8380.40,0.00,25141.20,,25141.20,0.00,true
2025-06-01,2025-06,FAC 0003-00042110,FAC,C0115,Tostado Boedo II,CAF-BLEND-1K,6.00,20069.06,30.00,84290.04,,84290.05,-0.01,true
2025-05-24,2025-05,FAC 0003-00041924,FAC,C9002,VENTA ONLINE,CAF-ETIOP-250,2.00,10363.99,0.00,20727.99,,20727.98,0.01,true
2025-03-08,2025-03,FAC 0003-00040841,FAC,C0001,GRANOS DEL SUR S.A.,CAF-BRAS-1K,18.00,17756.23,40.00,191767.26,M. Paz,191767.28,-0.02,true
2025-06-22,2025-06,FAC 0003-00042165,FAC,C9002,VENTA ONLINE,CAF-COLOM-250,3.00,9142.57,0.00,27427.71,,27427.71,0.00,true
2025-03-23,2025-03,FAC 0003-00040879,FAC,C0132,Cafe Barracas,CAF-BLEND-1K,6.00,18800.71,35.00,73322.78,M. Paz,73322.77,0.01,true
2025-01-11,2025-01,FAC 0003-00040209,FAC,C9002,VENTA ONLINE,CAP-TAZA,1.00,8900.00,0.00,8900.00,,8900.00,0.00,true
