fecha;comprobante;tipo_comprobante;codigo_cliente;razon_social;codigo_producto;cantidad;precio_unitario;bonificacion_pct;importe;vendedor
06/03/2025;FAC 0003-00041052;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;1;7729.18;0;7729.18;
04/04/2025;FAC 0003-00041543;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;19214.33;0;19214.33;
25/02/2025;FAC 0003-00040647;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5723.2;0;17169.6;
21/04/2025;FAC 0003-00041357;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;1;7899.22;0;7899.22;
05/04/2025;FAC 0003-00041607;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;19214.33;0;19214.33;
26/06/2025;FAC 0003-00042257;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;6243.71;0;12487.41;
13/02/2025;FAC 0003-00040558;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5723.2;0;17169.6;
12/06/2025;FAC 0003-00042190;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10592.0;0;31776.01;
22/01/2025;FAC 0003-00040159;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;6900.0;0;20700.0;
07/01/2025;FAC 0003-00040375;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8200.0;0;16400.0;
11/04/2025;FAC 0003-00041508;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10140.9;0;20281.79;
14/03/2025;FAC 0003-00041175;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;5849.11;0;11698.22;
21/03/2025;FAC 0003-00041132;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;18800.71;0;37601.42;
04/06/2025;FAC 0003-00042421;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;20069.06;0;20069.06;
24/03/2025;FAC 0003-00041000;FAC;C9002;VENTA ONLINE;CAP-TAZA;3;9295.91;0;27887.72;
03/02/2025;FAC 0003-00040540;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;8380.4;0;8380.4;
09/05/2025;FAC 0003-00041744;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10363.99;0;20727.99;
11/01/2025;FAC 0003-00040390;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;9500.0;0;19000.0;
08/03/2025;FAC 0003-00040993;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5535.77;0;11071.53;
28/01/2025;FAC 0003-00040226;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9500.0;0;28500.0;
20/05/2025;FAC 0003-00041904;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5782.02;0;11564.04;
28/02/2025;FAC 0003-00040548;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;1;7051.8;0;7051.8;
15/03/2025;FAC 0003-00041164;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;2;3342.35;0;6684.7;
12/05/2025;FAC 0003-00041951;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;19637.04;0;19637.04;
26/06/2025;FAC 0003-00042290;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10592.0;0;10592.0;
17/01/2025;FAC 0003-00040074;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8200.0;0;16400.0;
08/04/2025;FAC 0003-00041517;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5977.79;0;17933.37;
25/04/2025;FAC 0003-00041363;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7899.22;0;15798.45;
09/02/2025;FAC 0003-00040424;FAC;C0100;Cafe Palermo;CAF-BLEND-1K;3;18396.0;32;37527.84;R. Ibarra
01/01/2025;FAC 0003-00040200;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9500.0;0;28500.0;
14/06/2025;FAC 0003-00042485;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;20069.06;0;40138.12;
12/01/2025;FAC 0003-00040257;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5300.0;0;10600.0;
26/02/2025;FAC 0003-00040488;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7562.8;0;15125.6;
14/05/2025;FAC 0003-00041786;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8945.76;0;17891.53;
27/04/2025;FAC 0003-00041347;FAC;C9002;VENTA ONLINE;CAP-TAZA;2;9500.42;0;19000.84;
08/01/2025;FAC 0003-00040139;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5600.0;0;16800.0;
08/05/2025;FAC 0003-00041693;FAC;C0135;Coffee Lab Agronomia II;CAF-BLEND-1K;9;19637.04;30;123713.37;M. Paz
09/05/2025;FAC 0003-00041830;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8945.76;0;17891.53;
03/02/2025;FAC 0003-00040449;FAC;C0123;La Ventanita de Almagro II;CAF-BRAS-1K;6;17374.0;35;67758.6;M. Paz
03/06/2025;FAC 0003-00042214;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10592.0;0;10592.0;
15/05/2025;FAC 0003-00041845;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;6109.3;0;6109.3;
15/05/2025;FAC 0003-00041764;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8945.76;0;17891.53;
05/02/2025;FAC 0003-00040433;FAC;C0109;Usina Colegiales II;CAP-FILTRO-100;4;3270.4;32;8895.49;R. Ibarra
28/05/2025;FAC 0003-00041670;FAC;C0114;Usina Boedo;CAF-ETIOP-250;5;10363.99;32;35237.58;
11/03/2025;FAC 0003-00041108;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5849.11;0;11698.22;
17/06/2025;FAC 0003-00042246;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;2;3567.83;0;7135.67;
26/04/2025;FAC 0003-00041585;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;19214.33;0;19214.33;
21/02/2025;FAC 0003-00040528;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8380.4;0;25141.2;
01/06/2025;FAC 0003-00042110;FAC;C0115;Tostado Boedo II;CAF-BLEND-1K;6;20069.06;30;84290.04;
24/05/2025;FAC 0003-00041924;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10363.99;0;20727.99;
08/03/2025;FAC 0003-00040841;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BRAS-1K;18;17756.23;40;191767.26;M. Paz
22/06/2025;FAC 0003-00042165;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;9142.57;0;27427.71;
23/03/2025;FAC 0003-00040879;FAC;C0132;Cafe Barracas;CAF-BLEND-1K;6;18800.71;35;73322.78;M. Paz
11/01/2025;FAC 0003-00040209;FAC;C9002;VENTA ONLINE;CAP-TAZA;1;8900.0;0;8900.0;
06/06/2025;FAC 0003-00042275;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;6243.71;0;18731.12;
02/02/2025;FAC 0003-00040718;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9709.0;0;9709.0;
08/02/2025;FAC 0003-00040720;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;2;3270.4;0;6540.8;
09/06/2025;FAC 0003-00042362;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10592.0;0;21184.01;
13/01/2025;FAC 0003-00040310;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;1;3200.0;0;3200.0;
16/01/2025;FAC 0003-00040318;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8200.0;0;8200.0;
01/06/2025;FAC 0003-00042110;FAC;C0115;Tostado Boedo II;CAF-BRAS-1K;4;18954.11;30;53071.51;
07/06/2025;FAC 0003-00042459;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;20069.06;0;20069.06;
06/01/2025;FAC 0003-00040181;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9500.0;0;19000.0;
13/01/2025;FAC 0003-00040215;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9500.0;0;28500.0;
22/01/2025;FAC 0003-00040259;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5300.0;0;5300.0;
08/04/2025;FAC 0003-00041453;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5977.79;0;5977.79;
11/05/2025;FAC 0003-00041822;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;10363.99;0;31091.98;
05/06/2025;FAC 0003-00042156;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;2;7693.14;0;15386.28;
10/04/2025;FAC 0003-00041455;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5657.55;0;5657.55;
02/06/2025;FAC 0003-00042304;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;6243.71;0;18731.12;
10/03/2025;FAC 0003-00040973;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5535.77;0;5535.77;
27/03/2025;FAC 0003-00041117;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;18800.71;0;18800.71;
12/06/2025;FAC 0003-00042428;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;10592.0;0;10592.0;
03/06/2025;FAC 0003-00042145;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;6243.71;0;12487.41;
06/02/2025;FAC 0003-00040760;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8380.4;0;16760.8;
15/05/2025;FAC 0003-00041824;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10363.99;0;10363.99;
20/03/2025;FAC 0003-00041161;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8564.77;0;17129.54;
01/03/2025;FAC 0003-00040987;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5849.11;0;11698.22;
19/02/2025;FAC 0003-00040564;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;1;7051.8;0;7051.8;
04/02/2025;FAC 0003-00040681;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8380.4;0;16760.8;
04/04/2025;FAC 0003-00041605;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;10140.9;0;10140.9;
10/01/2025;FAC 0003-00040179;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7400.0;0;14800.0;
02/05/2025;FAC 0003-00041943;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;6109.3;0;18327.91;
23/02/2025;FAC 0003-00040576;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9709.0;0;29127.0;
15/03/2025;FAC 0003-00040844;FAC;C0100;Cafe Palermo;CAF-BLEND-1K;8;18800.71;32;102275.87;R. Ibarra
03/05/2025;FAC 0003-00041687;FAC;C0131;Tostado Coghlan II;CAF-BLEND-1K;8;19637.04;35;102112.62;R. Ibarra
25/02/2025;FAC 0003-00040542;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;8380.4;0;8380.4;
04/06/2025;FAC 0003-00042504;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;10592.0;0;21184.01;
14/04/2025;FAC 0003-00041316;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5657.55;0;5657.55;
20/06/2025;FAC 0003-00042416;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;20069.06;0;40138.12;
06/04/2025;FAC 0003-00041321;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;7899.22;0;23697.67;
08/03/2025;FAC 0003-00040857;FAC;C0110;Panaderia Devoto;CAF-BLEND-1K;4;18800.71;35;48881.85;
16/02/2025;FAC 0003-00040524;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7051.8;0;21155.4;
15/03/2025;FAC 0003-00041017;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5849.11;0;17547.33;
01/01/2025;FAC 0003-00040200;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5600.0;0;11200.0;
17/02/2025;FAC 0003-00040726;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5723.2;0;5723.2;
10/06/2025;FAC 0003-00042100;FAC;C0108;Coffee Lab Colegiales;CAF-BLEND-1K;4;20069.06;32;54587.84;
28/02/2025;FAC 0003-00040652;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;1;7562.8;0;7562.8;
23/04/2025;FAC 0003-00041253;FAC;C0107;La Ventanita de Nunez II;CAF-BLEND-1K;9;19214.33;35;112403.82;
08/03/2025;FAC 0003-00041206;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8564.77;0;17129.54;
23/05/2025;FAC 0003-00042014;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;6109.3;0;6109.3;
04/02/2025;FAC 0003-00040502;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;7562.8;0;22688.4;
06/05/2025;FAC 0003-00041761;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8945.76;0;26837.29;
05/06/2025;FAC 0003-00042261;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;6243.71;0;12487.41;
09/01/2025;FAC 0003-00040041;FAC;C0127;Cafe Parque Chas II;CAF-BLEND-1K;3;18000.0;32;36720.0;
18/04/2025;FAC 0003-00041638;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8753.19;0;17506.39;
12/05/2025;FAC 0003-00041697;FAC;C0139;La Ventanita de Constitucion II;CAP-FILTRO-100;6;3491.03;30;14662.33;
19/03/2025;FAC 0003-00041002;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5535.77;0;16607.3;
26/06/2025;FAC 0003-00042109;FAC;C0114;Usina Boedo;CAP-FILTRO-100;4;3567.83;32;9704.5;
18/06/2025;FAC 0003-00042224;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;2;3567.83;0;7135.67;
16/05/2025;FAC 0003-00041781;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10363.99;0;10363.99;
24/03/2025;FAC 0003-00040957;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7206.94;0;21620.82;
02/05/2025;FAC 0003-00041873;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8945.76;0;26837.29;
27/06/2025;FAC 0003-00042425;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;20069.06;0;20069.06;
26/02/2025;FAC 0003-00040471;FAC;C0138;El Almacen de Constitucion;CAF-BLEND-1K;6;18396.0;30;77263.2;M. Paz
18/01/2025;FAC 0003-00040330;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8200.0;0;16400.0;
28/02/2025;FAC 0003-00040417;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-CJ6;4;104244.0;40;250185.6;R. Ibarra
23/04/2025;FAC 0003-00041364;FAC;C9002;VENTA ONLINE;CAP-FILTRO-100;1;3415.88;0;3415.88;
02/06/2025;FAC 0003-00042112;FAC;C0117;El Almacen de Caballito II;CAF-BLEND-1K;6;20069.06;32;81881.76;
21/03/2025;FAC 0003-00041081;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5849.11;0;17547.33;
05/03/2025;FAC 0003-00041091;FAC;C9002;VENTA ONLINE;CAP-TAZA;3;9295.91;0;27887.72;
02/02/2025;FAC 0003-00040584;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9709.0;0;9709.0;
21/04/2025;FAC 0003-00041351;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5657.55;0;16972.66;
23/05/2025;FAC 0003-00041733;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;8945.76;0;8945.76;
07/06/2025;FAC 0003-00042160;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;9142.57;0;9142.57;
10/03/2025;FAC 0003-00041086;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9922.6;0;29767.79;
07/01/2025;NC 0003-00001205;NC;C0119;Coffee Lab Saavedra II;CAF-BRAS-1K;-2;17000.0;35;-22100.0;
26/03/2025;FAC 0003-00040837;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-1K;27;18800.71;40;304571.53;
19/02/2025;FAC 0003-00040549;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5723.2;0;11446.4;
11/06/2025;FAC 0003-00042120;FAC;C0123;La Ventanita de Almagro II;CAF-BLEND-1K;8;20069.06;35;104359.1;R. Ibarra
27/03/2025;FAC 0003-00041233;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8564.77;0;8564.77;
19/05/2025;FAC 0003-00041994;FAC;C9001;CONSUMIDOR FINAL;CAP-FILTRO-100;2;3491.03;0;6982.06;
02/05/2025;FAC 0003-00041788;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;1;8073.01;0;8073.01;
09/05/2025;FAC 0003-00041983;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;6109.3;0;12218.6;
03/06/2025;FAC 0003-00042297;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;6243.71;0;6243.71;
11/02/2025;FAC 0003-00040552;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5723.2;0;11446.4;
16/05/2025;FAC 0003-00041668;FAC;C0113;Bar Recoleta II;CAF-BRAS-1K;2;18546.1;30;25964.53;R. Ibarra
26/04/2025;FAC 0003-00041366;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;7899.22;0;23697.67;
21/03/2025;FAC 0003-00041171;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8564.77;0;8564.77;
04/04/2025;FAC 0003-00041294;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5657.55;0;11315.1;
24/05/2025;FAC 0003-00041916;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10363.99;0;10363.99;
05/04/2025;FAC 0003-00041247;FAC;C0101;El Almacen de Palermo II;CAF-BLEND-1K;5;19214.33;35;62446.56;
10/03/2025;FAC 0003-00040960;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;1;7206.94;0;7206.94;
28/02/2025;FAC 0003-00040417;FAC;C0001;GRANOS DEL SUR S.A.;CAF-BRAS-1K;25;17374.0;40;260610.0;R. Ibarra
17/03/2025;FAC 0003-00040862;FAC;C0117;El Almacen de Caballito II;CAF-ETIOP-250;11;9922.6;32;74221.03;
27/03/2025;FAC 0003-00041208;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;18800.71;0;37601.42;
20/01/2025;FAC 0003-00040063;FAC;C9002;VENTA ONLINE;CAP-TAZA;2;8900.0;0;17800.0;
17/04/2025;FAC 0003-00041323;FAC;C9002;VENTA ONLINE;CAP-TAZA;2;9500.42;0;19000.84;
25/03/2025;FAC 0003-00040989;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9922.6;0;29767.79;
05/02/2025;NC 0003-00001213;NC;C0123;La Ventanita de Almagro II;CAF-BRAS-1K;-4;17374.0;35;-45172.4;
08/05/2025;FAC 0003-00042073;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8945.76;0;8945.76;
13/02/2025;FAC 0003-00040764;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;2;18396.0;0;36792.0;
13/02/2025;FAC 0003-00040703;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;9709.0;0;19418.0;
18/03/2025;FAC 0003-00040850;FAC;C0104;Tostado Villa Crespo;CAF-ETIOP-250;9;9922.6;35;58047.2;M. Paz
25/01/2025;FAC 0003-00040155;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7400.0;0;14800.0;
16/02/2025;FAC 0003-00040498;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9709.0;0;29127.0;
23/01/2025;FAC 0003-00040192;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5300.0;0;10600.0;
27/01/2025;FAC 0003-00040182;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5600.0;0;11200.0;
16/02/2025;FAC 0003-00040765;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;9709.0;0;19418.0;
22/01/2025;FAC 0003-00040289;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5600.0;0;5600.0;
02/02/2025;FAC 0003-00040677;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8380.4;0;16760.8;
01/04/2025;FAC 0003-00041553;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;19214.33;0;19214.33;
11/01/2025;FAC 0003-00040277;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5600.0;0;5600.0;
24/06/2025;FAC 0003-00042255;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;9142.57;0;27427.71;
01/01/2025;FAC 0003-00040060;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7400.0;0;14800.0;
13/05/2025;FAC 0003-00041700;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;8073.01;0;16146.01;
03/02/2025;FAC 0003-00040540;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5723.2;0;17169.6;
25/01/2025;FAC 0003-00040232;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;5600.0;0;5600.0;
18/04/2025;FAC 0003-00041310;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;1;8753.19;0;8753.19;
18/02/2025;FAC 0003-00040426;FAC;C0102;Bar Belgrano;CAF-BLEND-1K;6;18396.0;35;71744.4;M. Paz
01/02/2025;FAC 0003-00040468;FAC;C0136;Tostado Villa Urquiza;CAF-BLEND-1K;6;18396.0;35;71744.4;M. Paz
08/05/2025;FAC 0003-00041878;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8945.76;0;26837.29;
23/02/2025;FAC 0003-00040603;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9709.0;0;9709.0;
25/02/2025;FAC 0003-00040817;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9709.0;0;9709.0;
06/01/2025;FAC 0003-00040402;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;18000.0;0;18000.0;
24/05/2025;FAC 0003-00041818;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;1;6109.3;0;6109.3;
15/04/2025;FAC 0003-00041431;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;10140.9;0;20281.79;
20/05/2025;FAC 0003-00042015;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;2;6109.3;0;12218.6;
21/03/2025;NC 0003-00001222;NC;C0001;GRANOS DEL SUR S.A.;CAF-BLEND-1K;-9;18800.71;40;-101523.84;
08/03/2025;FAC 0003-00041061;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;7729.18;0;23187.54;
04/03/2025;FAC 0003-00041006;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;2;5849.11;0;11698.22;
25/06/2025;FAC 0003-00042390;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;6243.71;0;18731.12;
03/06/2025;FAC 0003-00042104;FAC;C0110;Panaderia Devoto;CAP-FILTRO-100;2;3567.83;35;4638.18;M. Paz
01/02/2025;FAC 0003-00040532;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;7562.8;0;22688.4;
26/04/2025;NC 0003-00001230;NC;C0109;Usina Colegiales II;CAF-BRAS-1K;-5;18146.87;32;-61699.34;
07/03/2025;FAC 0003-00040851;FAC;C0105;Panaderia Villa Crespo II;CAF-BLEND-1K;10;18800.71;32;127844.84;
08/06/2025;FAC 0003-00042455;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;9142.57;0;9142.57;
17/05/2025;FAC 0003-00041863;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;8945.76;0;17891.53;
13/05/2025;FAC 0003-00041840;FAC;C9002;VENTA ONLINE;CAF-CAPS-10;3;7527.53;0;22582.6;
11/06/2025;FAC 0003-00042359;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;2;9142.57;0;18285.14;
20/02/2025;FAC 0003-00040772;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;1;8380.4;0;8380.4;
02/01/2025;FAC 0003-00040135;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;2;7400.0;0;14800.0;
28/05/2025;FAC 0003-00041897;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;10363.99;0;10363.99;
16/01/2025;FAC 0003-00040014;FAC;C0103;Coffee Lab Belgrano II;CAF-BLEND-1K;9;18000.0;35;105300.0;R. Ibarra
25/01/2025;FAC 0003-00040343;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;5600.0;0;5600.0;
10/03/2025;FAC 0003-00040846;FAC;C0101;El Almacen de Palermo II;CAP-FILTRO-100;4;3342.35;35;8690.11;M. Paz
25/01/2025;FAC 0003-00040280;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;18000.0;0;18000.0;
04/01/2025;FAC 0003-00040115;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;1;9500.0;0;9500.0;
27/02/2025;FAC 0003-00040495;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5723.2;0;17169.6;
20/03/2025;FAC 0003-00040992;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;2;9922.6;0;19845.2;
12/03/2025;FAC 0003-00041125;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;2;9922.6;0;19845.2;
03/03/2025;FAC 0003-00041166;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9922.6;0;9922.6;
27/05/2025;FAC 0003-00041749;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;1;5782.02;0;5782.02;
03/01/2025;FAC 0003-00040183;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;2;5300.0;0;10600.0;
26/03/2025;FAC 0003-00041149;FAC;C9001;CONSUMIDOR FINAL;CAF-COLOM-250;2;8564.77;0;17129.54;
06/02/2025;FAC 0003-00040769;FAC;C9001;CONSUMIDOR FINAL;CAF-ETIOP-250;1;9709.0;0;9709.0;
09/01/2025;FAC 0003-00040099;FAC;C9002;VENTA ONLINE;CAF-BRAS-250;3;5300.0;0;15900.0;
01/06/2025;FAC 0003-00042181;FAC;C9002;VENTA ONLINE;CAF-DESCA-250;3;8250.61;0;24751.84;
28/02/2025;FAC 0003-00040609;FAC;C9002;VENTA ONLINE;CAF-ETIOP-250;3;9709.0;0;29127.0;
09/02/2025;FAC 0003-00040435;FAC;C0111;Cafe Devoto II;CAF-BRAS-1K;6;17374.0;35;67758.6;R. Ibarra
04/05/2025;FAC 0003-00041850;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;6109.3;0;18327.91;
01/06/2025;FAC 0003-00042090;FAC;C0101;El Almacen de Palermo II;CAP-FILTRO-100;6;3567.83;35;13914.55;
13/02/2025;FAC 0003-00040533;FAC;C9002;VENTA ONLINE;CAF-COLOM-250;3;8380.4;0;25141.2;
21/01/2025;FAC 0003-00040211;FAC;C9002;VENTA ONLINE;CAF-BLEND-250;3;5600.0;0;16800.0;
03/05/2025;FAC 0003-00041956;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-1K;1;19637.04;0;19637.04;
07/06/2025;FAC 0003-00042476;FAC;C9001;CONSUMIDOR FINAL;CAF-BLEND-250;1;6243.71;0;6243.71;
