fecha,periodo,comprobante,tipo_comprobante,es_nota_credito,codigo_cliente,razon_social,condicion_comercial,localidad,codigo_producto_original,codigo_producto,codigo_normalizado,motivo_normalizacion,producto,unidad_medida,rubro,producto_activo,cantidad,precio_unitario,bonificacion_pct,importe_neto,costo_unitario,costo_total,margen_bruto,margen_bruto_pct,vendedor
2025-01-17,2025-01,FAC 0003-00040302,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,2.00,18000.00,0.00,36000.00,9800.00,19600.00,16400.00,0.46,
2025-03-12,2025-03,FAC 0003-00041138,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,2.00,8564.77,0.00,17129.54,3760.00,7520.00,9609.54,0.56,
2025-05-16,2025-05,FAC 0003-00041999,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,6109.30,0.00,6109.30,2793.00,2793.00,3316.30,0.54,
2025-05-18,2025-05,FAC 0003-00041989,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,2.00,6109.30,0.00,12218.60,2793.00,5586.00,6632.60,0.54,
2025-05-12,2025-05,FAC 0003-00041773,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,10363.99,0.00,20727.99,4473.00,8946.00,11781.99,0.57,
2025-06-16,2025-06,FAC 0003-00042419,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,2.00,20069.06,0.00,40138.12,10926.00,21852.00,18286.12,0.46,
2025-02-10,2025-02,FAC 0003-00040734,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,2.00,18396.00,0.00,36792.00,10016.00,20032.00,16760.00,0.46,
2025-02-20,2025-02,FAC 0003-00040583,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,9709.00,0.00,19418.00,4190.00,8380.00,11038.00,0.57,
2025-06-24,2025-06,FAC 0003-00042138,FAC,false,C0137,Panaderia Villa Urquiza II,Mayorista,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,5.00,3567.83,30.00,12487.41,2118.00,10590.00,1897.41,0.15,
2025-04-17,2025-04,FAC 0003-00041447,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,2.00,7365.49,0.00,14730.98,3523.00,7046.00,7684.98,0.52,
2025-02-14,2025-02,FAC 0003-00040799,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,9709.00,0.00,9709.00,4190.00,4190.00,5519.00,0.57,
2025-01-12,2025-01,FAC 0003-00040305,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,2.00,5600.00,0.00,11200.00,2560.00,5120.00,6080.00,0.54,
2025-06-14,2025-06,FAC 0003-00042166,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-DESCA-250,CAF-DESCA-250,false,,Descafeinado 250 g,UN,CAFE,S,2.00,8250.61,0.00,16501.23,3902.00,7804.00,8697.23,0.53,
2025-04-10,2025-04,FAC 0003-00041411,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,10140.90,0.00,10140.90,4377.00,4377.00,5763.90,0.57,
2025-01-15,2025-01,FAC 0003-00040178,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,3.00,5600.00,0.00,16800.00,2560.00,7680.00,9120.00,0.54,
2025-01-16,2025-01,FAC 0003-00040011,FAC,false,C0101,El Almacen de Palermo II,Mayorista,CABA,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,4.00,17000.00,35.00,44200.00,9300.00,37200.00,7000.00,0.16,R. Ibarra
2025-04-13,2025-04,FAC 0003-00041342,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-DESCA-250,CAF-DESCA-250,false,,Descafeinado 250 g,UN,CAFE,S,1.00,7899.22,0.00,7899.22,3736.00,3736.00,4163.22,0.53,
2025-05-28,2025-05,FAC 0003-00041857,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,10363.99,0.00,10363.99,4473.00,4473.00,5890.99,0.57,
2025-01-12,2025-01,FAC 0003-00040247,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,9500.00,0.00,19000.00,4100.00,8200.00,10800.00,0.57,
2025-04-21,2025-04,FAC 0003-00041542,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,2.00,8753.19,0.00,17506.39,3843.00,7686.00,9820.39,0.56,
2025-06-18,2025-06,FAC 0003-00042350,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,3.00,3567.83,0.00,10703.50,2118.00,6354.00,4349.50,0.41,
2025-01-17,2025-01,FAC 0003-00040219,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,2.00,3200.00,0.00,6400.00,1900.00,3800.00,2600.00,0.41,
2025-03-25,2025-03,FAC 0003-00041145,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5849.11,0.00,5849.11,2674.00,2674.00,3175.11,0.54,
2025-02-24,2025-02,FAC 0003-00040801,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,1.00,3270.40,0.00,3270.40,1942.00,1942.00,1328.40,0.41,
2025-01-22,2025-01,FAC 0003-00040372,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,9500.00,0.00,9500.00,4100.00,4100.00,5400.00,0.57,
2025-05-02,2025-05,FAC 0003-00041842,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,3.00,8945.76,0.00,26837.29,3927.00,11781.00,15056.29,0.56,
2025-01-20,2025-01,FAC 0003-00040031,FAC,false,C0118,Bar Saavedra,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,8.00,18000.00,32.00,97920.00,9800.00,78400.00,19520.00,0.20,R. Ibarra
2025-05-22,2025-05,FAC 0003-00041674,FAC,false,C0120,Tostado Chacarita,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,3.00,19637.04,32.00,40059.57,10691.00,32073.00,7986.57,0.20,
2025-02-26,2025-02,FAC 0003-00040423,FAC,false,C0100,Cafe Palermo,Mayorista,CABA,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,4.00,17374.00,32.00,47257.28,9505.00,38020.00,9237.28,0.20,R. Ibarra
2025-03-03,2025-03,FAC 0003-00040919,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5849.11,0.00,5849.11,2674.00,2674.00,3175.11,0.54,
2025-04-11,2025-04,FAC 0003-00041271,FAC,false,C0125,Usina Flores II,Mayorista,CABA,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,9.00,10140.90,32.00,62062.28,4377.00,39393.00,22669.28,0.37,
2025-02-28,2025-02,FAC 0003-00040417,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,47.00,18396.00,40.00,518767.20,10016.00,470752.00,48015.20,0.09,R. Ibarra
2025-01-12,2025-01,FAC 0003-00040012,FAC,false,C0102,Bar Belgrano,Mayorista,CABA,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,5.00,17000.00,35.00,55250.00,9300.00,46500.00,8750.00,0.16,M. Paz
2025-04-22,2025-04,FAC 0003-00041384,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,10140.90,0.00,20281.79,4377.00,8754.00,11527.79,0.57,
2025-03-27,2025-03,FAC 0003-00040916,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAP-TAZA,CAP-TAZA,false,,Taza ceramica logo,UN,ACCESORIOS,S,2.00,9295.91,0.00,18591.82,4387.00,8774.00,9817.82,0.53,
2025-01-16,2025-01,FAC 0003-00040089,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,2.00,6900.00,0.00,13800.00,3300.00,6600.00,7200.00,0.52,
2025-02-05,2025-02,FAC 0003-00040433,FAC,false,C0109,Usina Colegiales II,Mayorista,CABA,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,2.00,17374.00,32.00,23628.64,9505.00,19010.00,4618.64,0.20,R. Ibarra
2025-01-23,2025-01,FAC 0003-00040403,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,2.00,8200.00,0.00,16400.00,3600.00,7200.00,9200.00,0.56,
2025-03-22,2025-03,NC 0003-00001219,NC,true,C0136,Tostado Villa Urquiza,Mayorista,CABA,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,-5.00,17756.23,35.00,-57707.74,9714.00,-48570.00,-9137.74,,
2025-02-27,2025-02,FAC 0003-00040458,FAC,false,C0129,Bar San Telmo II,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,4.00,18396.00,32.00,50037.12,10016.00,40064.00,9973.12,0.20,
2025-02-23,2025-02,FAC 0003-00040628,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,9709.00,0.00,9709.00,4190.00,4190.00,5519.00,0.57,
2025-03-04,2025-03,FAC 0003-00040883,FAC,false,C0135,Coffee Lab Agronomia II,Mayorista,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,6.00,3342.35,30.00,14037.86,1985.00,11910.00,2127.86,0.15,R. Ibarra
2025-01-09,2025-01,FAC 0003-00040083,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,3.00,6900.00,0.00,20700.00,3300.00,9900.00,10800.00,0.52,
2025-06-28,2025-06,FAC 0003-00042377,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,3.00,9142.57,0.00,27427.71,4014.00,12042.00,15385.71,0.56,
2025-03-23,2025-03,FAC 0003-00041084,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,9922.60,0.00,9922.60,4282.00,4282.00,5640.60,0.57,
2025-02-04,2025-02,FAC 0003-00040421,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BLEND-CJ6,CAF-BLEND-CJ6,false,,Blend Casa CAJA X 6 (1kg c/u),CAJA X6,CAFE,S,10.00,104244.00,40.00,625464.00,60094.00,600940.00,24524.00,0.04,M. Paz
2025-06-01,2025-06,NC 0003-00001242,NC,true,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,-10.00,20069.06,40.00,-120414.35,10926.00,-109260.00,-11154.35,,
2025-05-09,2025-05,FAC 0003-00041644,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,23.00,18546.10,40.00,255936.13,10146.00,233358.00,22578.13,0.09,M. Paz
2025-03-07,2025-03,FAC 0003-00040949,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,2.00,5849.11,0.00,11698.22,2674.00,5348.00,6350.22,0.54,
2025-02-09,2025-02,FAC 0003-00040424,FAC,false,C0100,Cafe Palermo,Mayorista,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,4.00,3270.40,32.00,8895.49,1942.00,7768.00,1127.49,0.13,R. Ibarra
2025-01-09,2025-01,FAC 0003-00040199,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-DESCA-250,CAF-DESCA-250,false,,Descafeinado 250 g,UN,CAFE,S,1.00,7400.00,0.00,7400.00,3500.00,3500.00,3900.00,0.53,
2025-06-12,2025-06,FAC 0003-00042395,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,6243.71,0.00,6243.71,2854.00,2854.00,3389.71,0.54,
2025-01-07,2025-01,FAC 0003-00040007,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BLEND-CJ6,CAF-BLEND-CJ6,false,,Blend Casa CAJA X 6 (1kg c/u),CAJA X6,CAFE,S,10.00,102000.00,40.00,612000.00,58800.00,588000.00,24000.00,0.04,R. Ibarra
2025-03-17,2025-03,FAC 0003-00041217,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,2.00,5849.11,0.00,11698.22,2674.00,5348.00,6350.22,0.54,
2025-01-28,2025-01,FAC 0003-00040226,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,2.00,8200.00,0.00,16400.00,3600.00,7200.00,9200.00,0.56,
2025-01-10,2025-01,FAC 0003-00040304,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,2.00,18000.00,0.00,36000.00,9800.00,19600.00,16400.00,0.46,
2025-03-06,2025-03,FAC 0003-00041059,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,3.00,9922.60,0.00,29767.79,4282.00,12846.00,16921.79,0.57,
2025-03-19,2025-03,FAC 0003-00040906,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,3.00,9922.60,0.00,29767.79,4282.00,12846.00,16921.79,0.57,
2025-06-17,2025-06,FAC 0003-00042124,FAC,false,C0126,Panaderia Parque Chas,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,7.00,20069.06,32.00,95528.72,10926.00,76482.00,19046.72,0.20,
2025-06-16,2025-06,FAC 0003-00042107,FAC,false,C0113,Bar Recoleta II,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,10.00,20069.06,30.00,140483.40,10926.00,109260.00,31223.40,0.22,
2025-02-19,2025-02,FAC 0003-00040596,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,5723.20,0.00,5723.20,2616.00,2616.00,3107.20,0.54,
2025-01-14,2025-01,FAC 0003-00040254,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BRAS-250,CAF-BRAS-250,false,,Brasil Cerrado 250 g,UN,CAFE,S,2.00,5300.00,0.00,10600.00,2430.00,4860.00,5740.00,0.54,
2025-03-19,2025-03,FAC 0003-00041051,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BRAS-250,CAF-BRAS-250,false,,Brasil Cerrado 250 g,UN,CAFE,S,2.00,5535.77,0.00,11071.53,2538.00,5076.00,5995.53,0.54,
2025-06-09,2025-06,FAC 0003-00042119,FAC,false,C0123,La Ventanita de Almagro II,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,4.00,20069.06,35.00,52179.55,10926.00,43704.00,8475.55,0.16,
2025-05-01,2025-05,FAC 0003-00041692,FAC,false,C0135,Coffee Lab Agronomia II,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,4.00,19637.04,30.00,54983.72,10691.00,42764.00,12219.72,0.22,M. Paz
2025-05-25,2025-05,FAC 0003-00042064,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,10363.99,0.00,10363.99,4473.00,4473.00,5890.99,0.57,
2025-04-26,2025-04,FAC 0003-00041417,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,2.00,5977.79,0.00,11955.58,2733.00,5466.00,6489.58,0.54,
2025-04-17,2025-04,FAC 0003-00041554,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,1.00,8753.19,0.00,8753.19,3843.00,3843.00,4910.19,0.56,
2025-04-07,2025-04,FAC 0003-00041538,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,2.00,5977.79,0.00,11955.58,2733.00,5466.00,6489.58,0.54,
2025-04-13,2025-04,NC 0003-00001226,NC,true,C0129,Bar San Telmo II,Mayorista,CABA,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,-4.00,18146.87,32.00,-49359.47,9927.00,-39708.00,-9651.47,,
2025-04-28,2025-04,FAC 0003-00041485,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,3.00,8753.19,0.00,26259.58,3843.00,11529.00,14730.58,0.56,
2025-04-22,2025-04,FAC 0003-00041575,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,2.00,3415.88,0.00,6831.76,2028.00,4056.00,2775.76,0.41,
2025-05-02,2025-05,FAC 0003-00041682,FAC,false,C0127,Cafe Parque Chas II,Mayorista,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,4.00,3491.03,32.00,9495.60,2073.00,8292.00,1203.60,0.13,
2025-05-16,2025-05,FAC 0003-00041748,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAP-TAZA,CAP-TAZA,false,,Taza ceramica logo,UN,ACCESORIOS,S,3.00,9709.43,0.00,29128.28,4582.00,13746.00,15382.28,0.53,
2025-05-23,2025-05,FAC 0003-00042077,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,10363.99,0.00,20727.99,4473.00,8946.00,11781.99,0.57,
2025-05-07,2025-05,FAC 0003-00041925,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,1.00,7527.53,0.00,7527.53,3600.00,3600.00,3927.53,0.52,
2025-04-03,2025-04,FAC 0003-00041409,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,1.00,3415.88,0.00,3415.88,2028.00,2028.00,1387.88,0.41,
2025-05-28,2025-05,FAC 0003-00041940,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,2.00,7527.53,0.00,15055.07,3600.00,7200.00,7855.07,0.52,
2025-02-06,2025-02,FAC 0003-00040689,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,2.00,7051.80,0.00,14103.60,3373.00,6746.00,7357.60,0.52,
2025-04-14,2025-04,FAC 0003-00041513,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,1.00,10140.90,0.00,10140.90,4377.00,4377.00,5763.90,0.57,
2025-06-13,2025-06,FAC 0003-00042503,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,1.00,6243.71,0.00,6243.71,2854.00,2854.00,3389.71,0.54,
2025-04-01,2025-04,FAC 0003-00041631,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-BLEND-250,CAF-BLEND-250,false,,Blend Casa 250 g,UN,CAFE,S,2.00,5977.79,0.00,11955.58,2733.00,5466.00,6489.58,0.54,
2025-06-02,2025-06,FAC 0003-00042082,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BLEND-CJ6,CAF-BLEND-CJ6,false,,Blend Casa CAJA X 6 (1kg c/u),CAJA X6,CAFE,S,6.00,113724.66,40.00,409408.78,65559.00,393354.00,16054.78,0.04,M. Paz
2025-04-26,2025-04,FAC 0003-00041380,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-BRAS-250,CAF-BRAS-250,false,,Brasil Cerrado 250 g,UN,CAFE,S,3.00,5657.55,0.00,16972.66,2594.00,7782.00,9190.66,0.54,
2025-05-28,2025-05,FAC 0003-00041680,FAC,false,C0126,Panaderia Parque Chas,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,6.00,19637.04,32.00,80119.13,10691.00,64146.00,15973.13,0.20,
2025-06-15,2025-06,FAC 0003-00042307,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,3.00,9142.57,0.00,27427.71,4014.00,12042.00,15385.71,0.56,
2025-05-05,2025-05,FAC 0003-00041654,FAC,false,C0103,Coffee Lab Belgrano II,Mayorista,CABA,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,2.00,18546.10,35.00,24109.92,10146.00,20292.00,3817.92,0.16,M. Paz
2025-06-15,2025-06,FAC 0003-00042086,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BRAS-1K,CAF-BRAS-1K,false,,Brasil Cerrado 1 kg,UN,CAFE,S,12.00,18954.11,40.00,136469.59,10369.00,124428.00,12041.59,0.09,
2025-01-13,2025-01,FAC 0003-00040167,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,9500.00,0.00,19000.00,4100.00,8200.00,10800.00,0.57,
2025-02-10,2025-02,FAC 0003-00040469,FAC,false,C0137,Panaderia Villa Urquiza II,Mayorista,CABA,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,4.00,18396.00,30.00,51508.80,10016.00,40064.00,11444.80,0.22,
2025-03-28,2025-03,FAC 0003-00041079,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-ETIOP-250,CAF-ETIOP-250,false,,Etiopia Yirgacheffe 250 g,UN,CAFE,S,2.00,9922.60,0.00,19845.20,4282.00,8564.00,11281.20,0.57,
2025-03-28,2025-03,FAC 0003-00041118,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAP-FILTRO-100,CAP-FILTRO-100,false,,Filtros de papel x 100,UN,ACCESORIOS,S,1.00,3342.35,0.00,3342.35,1985.00,1985.00,1357.35,0.41,
2025-06-21,2025-06,FAC 0003-00042489,FAC,false,C9001,CONSUMIDOR FINAL,Local,CABA,CAF-COLOM-250,CAF-COLOM-250,false,,Colombia Huila 250 g,UN,CAFE,S,2.00,9142.57,0.00,18285.14,4014.00,8028.00,10257.14,0.56,
2025-03-24,2025-03,FAC 0003-00040836,FAC,false,C0001,GRANOS DEL SUR S.A.,Distribuidor,Avellaneda,CAF-BLEND-1K,CAF-BLEND-1K,false,,Blend Casa 1 kg,UN,CAFE,S,41.00,18800.71,40.00,462497.52,10236.00,419676.00,42821.52,0.09,
2025-04-16,2025-04,FAC 0003-00041461,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAF-CAPS-10,CAF-CAPS-10,false,,Capsulas compatibles x10,UN,CAFE,S,2.00,7365.49,0.00,14730.98,3523.00,7046.00,7684.98,0.52,
2025-02-23,2025-02,FAC 0003-00040671,FAC,false,C9002,VENTA ONLINE,Ecommerce,,CAP-TAZA,CAP-TAZA,false,,Taza ceramica logo,UN,ACCESORIOS,S,1.00,9095.80,0.00,9095.80,4292.00,4292.00,4803.80,0.53,
